partida_id,rodata,data,hora,mandante,visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,mandante_chutes,mandante_chutes_no_alvo,mandante_posse_de_bola,mandante_passes,mandante_precisao_passes,mandante_faltas,mandante_cartao_amarelo,mandante_cartao_vermelho,mandante_impedimentos,mandante_escanteios,visitante_chutes,visitante_chutes_no_alvo,visitante_posse_de_bola,visitante_passes,visitante_precisao_passes,visitante_faltas,visitante_cartao_amarelo,visitante_cartao_vermelho,visitante_impedimentos,visitante_escanteios
5371,1,2016-05-15,11:00:00,Santa Cruz,Vitoria,E. Da Conceição Silva,V. Carmo Mancini,Santa Cruz,Estádio do Arruda,4,1,PE,BA,7,0,38%,227,Sem Info,11,3,0,6,6,11,0,62%,380,Sem Info,17,0,0,1,1
5372,1,2016-05-15,11:01:00,Botafogo-RJ,Sao Paulo,R. Gomes Raymundo,E. Bauza,Sao Paulo,Estádio Municipal General Raulino de Oliveira,0,1,RJ,SP,11,0,67%,590,Sem Info,7,1,0,3,7,6,0,33%,310,Sem Info,10,5,0,3,4
5377,2,2016-05-21,16:02:00,Ponte Preta,Palmeiras,E. Baptista,A. Stival,Ponte Preta, Moisés Lucarelli,2,1,SP,SP,11,0,34%,268,Sem Info,21,3,0,3,4,11,0,66%,497,Sem Info,16,4,0,3,6
5378,2,2016-05-21,18:29:00,Fluminense,Santa Cruz,L. Culpi,M. Mendes,-,Estádio Municipal General Raulino de Oliveira,2,2,RJ,PE,15,0,58%,462,Sem Info,20,3,0,0,6,10,0,42%,341,Sem Info,23,5,0,0,5
5379,2,2016-05-21,21:00:00,Cruzeiro,Figueirense,P. Gomes Bento,V. Eutrópio,-, Mineirão,2,2,MG,SC,17,0,70%,533,Sem Info,11,3,0,1,5,13,0,30%,229,Sem Info,14,1,0,1,4
5380,2,2016-05-22,11:02:00,Santos,Coritiba,D. Silvestre Júnior,G. Kleina,Santos,Estádio Urbano Caldeira,2,1,SP,PR,12,0,59%,622,Sem Info,12,5,0,6,2,4,0,41%,451,Sem Info,15,2,0,3,1
5381,2,2016-05-22,11:03:00,Athletico-PR,Atletico-MG,P. Autuori de Mello,M. de Oliveira Santos,-,Estádio Joaquim Américo Guimarães,1,1,PR,MG,9,0,42%,391,Sem Info,18,3,0,1,5,25,0,58%,523,Sem Info,7,1,0,3,14
5382,2,2016-05-22,15:59:00,Vitoria,Corinthians,V. Carmo Mancini,A. Bacchi,Vitoria, Barradão,3,2,BA,SP,10,0,34%,270,Sem Info,20,4,1,5,5,13,0,66%,529,Sem Info,24,4,0,3,5
5383,2,2016-05-22,16:00:00,Chapecoense,America-MG,A. Ferreira,G. de Oliveira,Chapecoense,Arena Condá,3,1,SC,MG,18,0,62%,495,Sem Info,12,0,0,3,6,9,0,38%,313,Sem Info,26,4,0,1,2
5384,2,2016-05-22,16:00:00,Sao Paulo,Internacional,E. Bauza,A. Fucks,Internacional, Morumbi,1,2,SP,RS,17,0,54%,406,Sem Info,11,4,0,0,11,12,0,46%,362,Sem Info,16,6,1,2,5
5385,2,2016-05-22,16:00:00,Gremio,Flamengo,R. Machado Marques,J. de Almeida Filho,Gremio,Arena do Grêmio,1,0,RS,RJ,20,0,44%,434,Sem Info,17,3,0,4,11,14,0,56%,535,Sem Info,8,2,0,4,5
5386,2,2016-05-22,18:34:00,Sport,Botafogo-RJ,O. de Oliveira Filho,R. Gomes Raymundo,-,Adelmar da Costa Carvalho,1,1,PE,RJ,13,0,56%,537,Sem Info,14,3,0,1,10,19,0,44%,443,Sem Info,10,2,0,5,1
5387,3,2016-05-25,19:31:00,Figueirense,Santos,V. Eutrópio,D. Silvestre Júnior,-, Orlando Scarpelli,2,2,SC,SP,13,0,46%,403,Sem Info,21,2,0,2,7,8,0,54%,484,Sem Info,12,3,1,1,2
5388,3,2016-05-25,19:31:00,Botafogo-RJ,Athletico-PR,R. Gomes Raymundo,B. Marques Fernandes Pivetti,Botafogo-RJ,Helenão,2,1,RJ,PR,10,3,34%,333,Sem Info,8,2,0,5,3,16,4,66%,645,Sem Info,12,2,0,1,5
5389,3,2016-05-25,20:59:00,Flamengo,Chapecoense,J. de Almeida Filho,A. Ferreira,-,Estádio Municipal General Raulino de Oliveira,2,2,RJ,SC,8,0,63%,536,Sem Info,10,4,1,3,2,12,0,37%,318,Sem Info,24,1,0,3,5
5390,3,2016-05-25,21:00:00,America-MG,Vitoria,G. de Oliveira,V. Carmo Mancini,-,Estádio Raimundo Sampaio,1,1,MG,BA,12,0,54%,420,Sem Info,22,4,0,1,4,7,0,46%,373,Sem Info,18,1,1,3,1
5391,3,2016-05-25,21:45:00,Santa Cruz,Cruzeiro,M. Mendes,P. Gomes Bento,Santa Cruz,Estádio do Arruda,4,1,PE,MG,9,0,34%,282,Sem Info,16,2,0,3,1,20,0,66%,537,Sem Info,15,3,0,1,7
5393,3,2016-05-25,21:46:00,Coritiba,Sao Paulo,E. Pacheco,E. Bauza,-, Couto Pereira,1,1,PR,SP,13,0,51%,419,Sem Info,18,2,0,0,6,11,0,49%,407,Sem Info,12,2,0,1,3
5392,3,2016-05-25,21:47:00,Palmeiras,Fluminense,A. Stival,L. Culpi,Palmeiras,Allianz Parque,2,0,SP,RJ,15,0,53%,390,Sem Info,20,1,0,1,8,14,0,47%,360,Sem Info,12,0,0,3,4
5394,3,2016-05-26,11:01:00,Corinthians,Ponte Preta,A. Bacchi,E. Baptista,Corinthians,Neo Química Arena,3,0,SP,SP,14,0,58%,562,Sem Info,23,3,0,0,5,6,0,42%,411,Sem Info,15,3,0,1,3
5395,3,2016-05-26,15:59:00,Internacional,Sport,A. Fucks,O. de Oliveira Filho,Internacional,Estádio José Pinheiro Borda,1,0,RS,PE,11,0,52%,430,Sem Info,14,3,0,3,7,10,0,48%,426,Sem Info,13,1,0,1,5
5396,3,2016-05-26,21:00:00,Atletico-MG,Gremio,M. de Oliveira Santos,R. Machado Marques,Gremio,Estádio Raimundo Sampaio,0,3,MG,RS,15,0,55%,530,Sem Info,8,1,0,0,5,10,0,45%,449,Sem Info,14,5,0,1,4
5397,4,2016-05-28,15:59:00,Cruzeiro,America-MG,P. Gomes Bento,G. de Oliveira,-, Mineirão,1,1,MG,MG,27,0,66%,544,Sem Info,7,1,0,1,15,6,0,34%,293,Sem Info,9,1,0,1,4
5398,4,2016-05-28,18:31:00,Athletico-PR,Figueirense,P. Autuori de Mello,V. Eutrópio,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,SC,10,8,48%,426,Sem Info,17,2,0,3,7,11,4,52%,447,Sem Info,17,1,0,1,5
5399,4,2016-05-28,21:02:00,Chapecoense,Santa Cruz,A. Ferreira,M. Mendes,-,Arena Condá,1,1,SC,PE,17,0,66%,527,Sem Info,16,1,0,0,9,4,0,34%,298,Sem Info,19,4,0,1,1
5400,4,2016-05-29,11:01:00,Ponte Preta,Flamengo,E. Baptista,J. Mannarino,Flamengo, Moisés Lucarelli,1,2,SP,RJ,18,0,61%,518,Sem Info,19,2,0,1,8,6,0,39%,346,Sem Info,13,1,1,1,2
5401,4,2016-05-29,11:03:00,Sport,Corinthians,O. de Oliveira Filho,A. Bacchi,Corinthians,Adelmar da Costa Carvalho,0,2,PE,SP,11,0,56%,581,Sem Info,7,2,0,4,8,12,0,44%,479,Sem Info,12,1,0,0,1
5402,4,2016-05-29,16:00:00,Fluminense,Botafogo-RJ,L. Culpi,R. Gomes Raymundo,Fluminense,Estádio Municipal General Raulino de Oliveira,1,0,RJ,RJ,15,3,44%,377,Sem Info,16,1,0,0,2,6,0,56%,459,Sem Info,17,1,0,0,7
5403,4,2016-05-29,16:02:00,Vitoria,Atletico-MG,V. Carmo Mancini,M. de Oliveira Santos,-,Itaipava Arena Fonte Nova,1,1,BA,MG,16,0,43%,342,Sem Info,21,4,0,1,4,16,0,57%,447,Sem Info,18,6,0,2,5
5404,4,2016-05-29,16:02:00,Sao Paulo,Palmeiras,E. Bauza,A. Stival,Sao Paulo, Morumbi,1,0,SP,SP,15,0,45%,335,Sem Info,18,2,0,3,13,8,0,55%,403,Sem Info,21,5,0,3,2
5405,4,2016-05-29,18:30:00,Gremio,Coritiba,R. Machado Marques,G. Kleina,Gremio,Arena do Grêmio,2,0,RS,PR,12,0,55%,572,Sem Info,19,0,0,1,4,13,0,45%,471,Sem Info,18,3,0,4,2
5406,4,2016-05-29,18:30:00,Santos,Internacional,D. Silvestre Júnior,A. Fucks,Internacional,Estádio Urbano Caldeira,0,1,SP,RS,13,0,49%,457,Sem Info,9,1,0,2,5,11,0,51%,454,Sem Info,14,1,0,0,5
5407,5,2016-06-01,19:30:00,Internacional,Athletico-PR,A. Fucks,P. Autuori de Mello,Internacional,Estádio José Pinheiro Borda,1,0,RS,PR,9,1,48%,418,Sem Info,30,5,0,3,7,13,0,52%,449,Sem Info,15,2,0,4,4
5410,5,2016-06-01,20:59:00,Coritiba,Chapecoense,G. Kleina,A. Ferreira,Chapecoense,Vila Capanema,3,4,PR,SC,19,0,51%,387,Sem Info,17,4,0,1,6,15,0,49%,376,Sem Info,23,5,0,1,9
5409,5,2016-06-01,21:01:00,Santa Cruz,Sport,M. Mendes,O. de Oliveira Filho,Sport,Estádio do Arruda,0,1,PE,PE,8,0,52%,385,Sem Info,25,5,1,1,6,17,0,48%,368,Sem Info,15,2,0,2,2
5408,5,2016-06-01,21:02:00,Corinthians,Santos,A. Bacchi,D. Silvestre Júnior,Corinthians,Neo Química Arena,1,0,SP,SP,14,0,67%,648,Sem Info,14,0,0,0,7,3,0,33%,331,Sem Info,14,2,0,3,3
5411,5,2016-06-01,21:45:00,Atletico-MG,Fluminense,M. de Oliveira Santos,L. Culpi,-,Estádio Raimundo Sampaio,1,1,MG,RJ,17,0,62%,593,Sem Info,16,2,0,4,0,11,0,38%,373,Sem Info,19,5,0,5,2
5413,5,2016-06-01,21:45:00,Botafogo-RJ,Cruzeiro,R. Gomes Raymundo,P. Gomes Bento,Cruzeiro,Estádio Nacional de Brasília,0,1,RJ,MG,5,0,51%,419,Sem Info,11,1,0,3,9,14,0,49%,399,Sem Info,23,3,0,2,7
5412,5,2016-06-01,21:46:00,Figueirense,Sao Paulo,V. Eutrópio,E. Bauza,Figueirense, Orlando Scarpelli,1,0,SC,SP,17,0,37%,257,Sem Info,16,2,0,0,5,12,0,63%,456,Sem Info,19,1,0,1,5
5414,5,2016-06-02,19:29:00,America-MG,Ponte Preta,C. Prates,E. Baptista,Ponte Preta,Estádio Raimundo Sampaio,1,2,MG,SP,14,0,55%,529,Sem Info,7,1,0,5,3,13,0,45%,433,Sem Info,15,3,0,2,7
5416,5,2016-06-02,20:59:00,Flamengo,Vitoria,J. Mannarino,V. Carmo Mancini,Flamengo,Estádio Municipal General Raulino de Oliveira,1,0,RJ,BA,17,0,51%,391,Sem Info,14,2,0,1,5,5,0,49%,384,Sem Info,18,3,0,1,2
5415,5,2016-06-02,21:02:00,Palmeiras,Gremio,A. Stival,R. Machado Marques,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,4,3,SP,RS,16,0,45%,330,Sem Info,24,5,0,3,4,11,0,55%,415,Sem Info,19,4,0,1,1
5417,6,2016-06-04,16:01:00,Athletico-PR,Santa Cruz,P. Autuori de Mello,M. Mendes,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,PE,12,4,61%,561,Sem Info,12,0,0,0,4,10,1,39%,363,Sem Info,18,2,0,0,2
5419,6,2016-06-04,20:34:00,Corinthians,Coritiba,A. Bacchi,E. Pacheco,Corinthians,Neo Química Arena,2,1,SP,PR,20,0,76%,718,Sem Info,13,2,0,1,11,6,0,24%,238,Sem Info,12,5,0,3,3
5420,6,2016-06-05,11:00:00,America-MG,Figueirense,C. Prates,V. Eutrópio,America-MG,Estádio Raimundo Sampaio,1,0,MG,SC,18,0,51%,354,Sem Info,20,2,0,1,9,13,0,49%,374,Sem Info,14,3,0,2,2
5421,6,2016-06-05,11:00:00,Santos,Botafogo-RJ,D. Silvestre Júnior,R. Gomes Raymundo,Santos,Estádio Municipal Paulo Machado de Carvalho,3,0,SP,RJ,7,0,53%,499,Sem Info,12,1,0,2,7,11,0,47%,441,Sem Info,12,1,0,1,5
5422,6,2016-06-05,16:00:00,Vitoria,Internacional,V. Carmo Mancini,A. Fucks,Vitoria, Barradão,1,0,BA,RS,11,0,40%,270,Sem Info,16,1,0,1,2,10,0,60%,386,Sem Info,19,6,0,1,5
5423,6,2016-06-05,16:01:00,Sport,Atletico-MG,O. de Oliveira Filho,M. de Oliveira Santos,-,Adelmar da Costa Carvalho,4,4,PE,MG,12,0,52%,502,Sem Info,10,1,0,2,2,10,0,48%,477,Sem Info,17,3,0,2,4
5425,6,2016-06-05,16:01:00,Gremio,Ponte Preta,R. Machado Marques,E. Baptista,Gremio,Arena do Grêmio,1,0,RS,SP,27,0,72%,662,Sem Info,14,2,1,0,10,8,0,28%,271,Sem Info,13,4,1,0,2
5424,6,2016-06-05,16:02:00,Flamengo,Palmeiras,J. Mannarino,A. Stival,Palmeiras,Estádio Nacional de Brasília,1,2,RJ,SP,7,0,38%,310,Sem Info,11,1,1,1,2,15,0,62%,479,Sem Info,12,2,0,1,7
5426,6,2016-06-05,18:29:00,Cruzeiro,Sao Paulo,P. Gomes Bento,E. Bauza,Sao Paulo, Mineirão,0,1,MG,SP,12,0,60%,541,Sem Info,12,2,0,4,3,10,0,40%,372,Sem Info,9,0,0,3,5
5427,7,2016-06-11,16:00:00,Internacional,America-MG,A. Fucks,S. de Oliveira Vieira,Internacional,Estádio José Pinheiro Borda,3,1,RS,MG,12,0,51%,464,Sem Info,16,2,0,1,3,19,0,49%,432,Sem Info,15,3,0,1,9
5428,7,2016-06-11,16:00:00,Ponte Preta,Chapecoense,E. Baptista,A. Ferreira,Ponte Preta, Moisés Lucarelli,2,1,SP,SC,10,0,60%,461,Sem Info,22,3,0,0,9,7,0,40%,312,Sem Info,22,4,0,1,3
5429,7,2016-06-11,18:30:00,Fluminense,Gremio,L. Culpi,R. Machado Marques,-,Estádio Municipal General Raulino de Oliveira,1,1,RJ,RS,26,0,61%,548,Sem Info,9,4,0,1,6,6,0,39%,384,Sem Info,10,2,1,0,1
5430,7,2016-06-11,21:00:00,Sao Paulo,Athletico-PR,E. Bauza,P. Autuori de Mello,Athletico-PR, Morumbi,1,2,SP,PR,13,4,62%,546,Sem Info,12,1,0,1,4,6,5,38%,337,Sem Info,17,2,0,2,4
5432,7,2016-06-12,11:01:00,Botafogo-RJ,Vitoria,R. Gomes Raymundo,V. Carmo Mancini,-,Estádio Municipal General Raulino de Oliveira,1,1,RJ,BA,13,0,52%,358,Sem Info,20,3,0,5,6,18,0,48%,338,Sem Info,18,1,0,1,8
5431,7,2016-06-12,11:04:00,Coritiba,Sport,E. Pacheco,O. de Oliveira Filho,Coritiba, Couto Pereira,3,2,PR,PE,18,0,55%,411,Sem Info,18,4,1,4,7,9,0,45%,358,Sem Info,26,3,1,1,0
5433,7,2016-06-12,16:00:00,Atletico-MG,Cruzeiro,M. de Oliveira Santos,P. Gomes Bento,Cruzeiro,Estádio Raimundo Sampaio,2,3,MG,MG,12,0,69%,489,Sem Info,15,4,1,4,7,11,0,31%,229,Sem Info,15,5,3,1,4
5434,7,2016-06-12,16:01:00,Palmeiras,Corinthians,A. Stival,A. Bacchi,Palmeiras,Allianz Parque,1,0,SP,SP,16,0,51%,368,Sem Info,19,4,0,3,2,8,0,49%,373,Sem Info,18,4,0,2,2
5435,7,2016-06-12,16:02:00,Figueirense,Flamengo,V. Eutrópio,J. Mannarino,Figueirense, Orlando Scarpelli,1,0,SC,RJ,8,0,37%,282,Sem Info,17,2,0,1,4,16,0,63%,474,Sem Info,17,2,0,0,4
5436,7,2016-06-12,19:00:00,Santa Cruz,Santos,M. Mendes,D. Silvestre Júnior,Santos,Estádio do Arruda,0,2,PE,SP,16,0,48%,451,Sem Info,19,1,0,0,6,12,0,52%,501,Sem Info,11,2,0,0,3
5439,8,2016-06-15,19:30:00,Ponte Preta,Athletico-PR,E. Baptista,P. Autuori de Mello,Ponte Preta, Moisés Lucarelli,3,2,SP,PR,12,3,53%,498,Sem Info,9,0,0,2,4,9,4,47%,449,Sem Info,15,2,0,0,4
5438,8,2016-06-15,19:31:00,Chapecoense,Gremio,A. Ferreira,R. Machado Marques,-,Arena Condá,3,3,SC,RS,8,0,46%,376,Sem Info,19,2,0,0,7,17,0,54%,452,Sem Info,15,2,0,0,5
5437,8,2016-06-15,19:34:00,Sao Paulo,Vitoria,E. Bauza,V. Carmo Mancini,Sao Paulo, Morumbi,2,0,SP,BA,10,0,55%,422,Sem Info,22,5,0,5,3,10,0,45%,357,Sem Info,22,2,0,2,2
5442,8,2016-06-15,20:59:00,Botafogo-RJ,America-MG,R. Gomes Raymundo,S. de Oliveira Vieira,Botafogo-RJ,Estádio Municipal General Raulino de Oliveira,3,1,RJ,MG,22,0,46%,434,Sem Info,17,2,0,2,5,10,0,54%,481,Sem Info,20,2,0,1,2
5441,8,2016-06-15,21:00:00,Santa Cruz,Figueirense,M. Mendes,V. Eutrópio,Santa Cruz,Estádio do Arruda,1,0,PE,SC,12,0,54%,424,Sem Info,25,3,0,3,9,8,0,46%,396,Sem Info,8,3,1,0,3
5440,8,2016-06-15,21:02:00,Santos,Sport,D. Silvestre Júnior,O. de Oliveira Filho,Santos,Estádio Urbano Caldeira,2,0,SP,PE,20,0,61%,617,Sem Info,10,1,0,2,9,12,0,39%,398,Sem Info,10,3,0,0,5
5443,8,2016-06-15,21:45:00,Coritiba,Palmeiras,E. Pacheco,A. Stival,-, Couto Pereira,2,2,PR,SP,9,0,39%,291,Sem Info,14,4,0,1,6,9,0,61%,462,Sem Info,19,3,0,2,4
5445,8,2016-06-16,19:30:00,Internacional,Atletico-MG,A. Fucks,M. de Oliveira Santos,Internacional,Estádio José Pinheiro Borda,2,0,RS,MG,12,0,45%,399,Sem Info,23,2,0,6,7,15,0,55%,494,Sem Info,12,1,0,1,5
5446,8,2016-06-16,19:59:00,Fluminense,Corinthians,L. Culpi,F. Carille,Fluminense,Estádio Nacional de Brasília,1,0,RJ,SP,12,0,43%,410,Sem Info,12,2,0,5,4,16,0,57%,547,Sem Info,7,0,1,1,9
5447,9,2016-06-18,15:59:00,Palmeiras,Santa Cruz,A. Stival,M. Mendes,Palmeiras,Allianz Parque,3,1,SP,PE,22,0,60%,521,Sem Info,18,1,0,2,2,13,0,40%,349,Sem Info,24,3,1,0,3
5448,9,2016-06-18,18:02:00,Athletico-PR,Santos,P. Autuori de Mello,D. Silvestre Júnior,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,SP,10,5,33%,323,Sem Info,16,2,0,1,3,7,3,67%,652,Sem Info,7,1,0,2,5
5449,9,2016-06-18,21:00:00,America-MG,Coritiba,S. de Oliveira Vieira,E. Pacheco,America-MG,Estádio Raimundo Sampaio,2,1,MG,PR,17,0,49%,395,Sem Info,17,0,0,3,3,15,0,51%,415,Sem Info,12,3,0,1,3
5451,9,2016-06-19,11:00:00,Atletico-MG,Ponte Preta,M. de Oliveira Santos,E. Baptista,Atletico-MG,Estádio Raimundo Sampaio,3,0,MG,SP,20,0,53%,488,Sem Info,9,0,0,1,10,9,0,47%,445,Sem Info,17,1,0,1,3
5450,9,2016-06-19,11:02:00,Vitoria,Chapecoense,V. Carmo Mancini,A. Ferreira,Chapecoense, Barradão,1,2,BA,SC,25,0,52%,344,Sem Info,20,1,0,2,11,10,0,48%,336,Sem Info,18,4,0,2,2
5452,9,2016-06-19,15:59:00,Corinthians,Botafogo-RJ,F. Carille,R. Gomes Raymundo,Corinthians,Neo Química Arena,3,1,SP,RJ,12,0,61%,562,Sem Info,15,2,0,1,4,10,0,39%,363,Sem Info,15,2,0,4,6
5455,9,2016-06-19,15:59:00,Sport,Fluminense,O. de Oliveira Filho,L. Culpi,Sport,Adelmar da Costa Carvalho,2,1,PE,RJ,10,0,35%,345,Sem Info,12,2,0,2,2,19,0,65%,617,Sem Info,12,0,0,4,7
5453,9,2016-06-19,16:00:00,Flamengo,Sao Paulo,J. Mannarino,E. Bauza,-,Estádio Nacional de Brasília,2,2,RJ,SP,30,0,62%,501,Sem Info,9,1,0,0,14,8,0,38%,315,Sem Info,19,2,1,1,2
5454,9,2016-06-19,16:02:00,Figueirense,Internacional,V. Eutrópio,A. Fucks,Figueirense, Orlando Scarpelli,3,2,SC,RS,16,0,41%,277,Sem Info,16,3,0,4,7,19,0,59%,370,Sem Info,15,0,0,0,12
5456,9,2016-06-19,19:00:00,Gremio,Cruzeiro,R. Machado Marques,P. Gomes Bento,Gremio,Arena do Grêmio,2,0,RS,MG,17,0,56%,572,Sem Info,13,0,0,4,5,7,0,44%,453,Sem Info,16,2,0,2,1
5457,10,2016-06-21,21:30:00,Palmeiras,America-MG,A. Stival,S. de Oliveira Vieira,Palmeiras,Allianz Parque,2,0,SP,MG,21,0,68%,663,Sem Info,6,0,0,4,6,11,0,32%,316,Sem Info,8,1,0,1,4
5458,10,2016-06-22,19:30:00,Ponte Preta,Cruzeiro,E. Baptista,P. Gomes Bento,Cruzeiro, Moisés Lucarelli,0,4,SP,MG,15,0,64%,473,Sem Info,11,4,0,3,12,7,0,36%,294,Sem Info,14,4,0,0,2
5460,10,2016-06-22,21:01:00,Santa Cruz,Flamengo,M. Mendes,J. Mannarino,Flamengo,Estádio do Arruda,0,1,PE,RJ,14,0,48%,427,Sem Info,13,1,0,2,7,9,0,52%,483,Sem Info,12,0,0,2,3
5461,10,2016-06-22,21:45:00,Fluminense,Santos,L. Culpi,D. Silvestre Júnior,Santos,Kléber Andrade,2,4,RJ,SP,22,0,52%,501,Sem Info,9,1,0,0,4,17,0,48%,479,Sem Info,11,1,0,3,3
5462,10,2016-06-22,21:45:00,Atletico-MG,Corinthians,M. de Oliveira Santos,C. Borges dos Santos,Atletico-MG, Mineirão,2,1,MG,SP,9,0,49%,456,Sem Info,24,3,0,4,3,10,0,51%,479,Sem Info,11,1,0,2,2
5464,10,2016-06-23,19:17:00,Gremio,Vitoria,R. Machado Marques,V. Carmo Mancini,Vitoria,Arena do Grêmio,1,2,RS,BA,21,0,63%,557,Sem Info,11,3,1,1,2,15,0,37%,334,Sem Info,17,4,0,4,3
5466,10,2016-06-23,21:32:00,Coritiba,Internacional,E. Pacheco,A. Fucks,-, Couto Pereira,1,1,PR,RS,14,0,56%,355,Sem Info,13,1,1,1,7,10,0,44%,301,Sem Info,27,5,0,1,5
5467,11,2016-06-25,19:01:00,Cruzeiro,Palmeiras,P. Gomes Bento,A. Stival,Cruzeiro, Mineirão,2,1,MG,SP,20,0,51%,390,Sem Info,13,4,0,1,5,10,0,49%,384,Sem Info,14,2,0,3,6
5468,11,2016-06-25,20:59:00,Corinthians,Santa Cruz,C. Borges dos Santos,M. Mendes,Corinthians,Neo Química Arena,2,1,SP,PE,18,0,62%,537,Sem Info,14,3,0,2,12,9,0,38%,338,Sem Info,16,1,0,2,1
5469,11,2016-06-26,11:01:00,America-MG,Atletico-MG,S. de Oliveira Vieira,M. de Oliveira Santos,Atletico-MG,Estádio Raimundo Sampaio,0,1,MG,MG,17,0,58%,476,Sem Info,19,3,0,3,2,7,0,42%,354,Sem Info,17,3,0,5,4
5470,11,2016-06-26,16:00:00,Flamengo,Fluminense,J. Mannarino,L. Culpi,Fluminense,Arena das Dunas,1,2,RJ,RJ,19,0,57%,505,Sem Info,9,0,0,0,8,18,0,43%,400,Sem Info,14,1,0,2,3
5471,11,2016-06-26,16:00:00,Vitoria,Ponte Preta,V. Carmo Mancini,E. Baptista,-, Barradão,1,1,BA,SP,14,0,61%,469,Sem Info,17,3,0,3,8,15,0,39%,320,Sem Info,22,2,0,0,3
5473,11,2016-06-26,16:00:00,Internacional,Botafogo-RJ,A. Fucks,R. Gomes Raymundo,Botafogo-RJ,Estádio José Pinheiro Borda,2,3,RS,RJ,22,0,62%,450,Sem Info,21,4,1,1,13,15,0,38%,299,Sem Info,18,3,0,0,4
5472,11,2016-06-26,16:01:00,Athletico-PR,Gremio,P. Autuori de Mello,R. Machado Marques,Athletico-PR,Estádio Joaquim Américo Guimarães,2,0,PR,RS,18,12,48%,461,Sem Info,12,1,0,4,6,7,1,52%,480,Sem Info,16,0,1,3,7
5474,11,2016-06-26,16:07:00,Santos,Sao Paulo,D. Silvestre Júnior,E. Bauza,Santos,Estádio Municipal Paulo Machado de Carvalho,3,0,SP,SP,11,0,64%,558,Sem Info,8,2,0,1,4,8,0,36%,305,Sem Info,14,2,1,0,10
5475,11,2016-06-26,18:34:00,Sport,Chapecoense,O. de Oliveira Filho,E. Hartkopp,Sport,Adelmar da Costa Carvalho,5,1,PE,SC,15,0,57%,494,Sem Info,22,3,0,0,13,7,0,43%,382,Sem Info,10,2,0,3,2
5478,12,2016-06-29,19:29:00,Vitoria,Sport,V. Carmo Mancini,O. de Oliveira Filho,Vitoria, Barradão,3,2,BA,PE,20,0,66%,472,Sem Info,22,4,0,3,7,8,0,34%,260,Sem Info,19,2,2,2,3
5477,12,2016-06-29,19:30:00,Flamengo,Internacional,J. Mannarino,A. Fucks,Flamengo,Kléber Andrade,1,0,RJ,RS,21,0,41%,373,Sem Info,11,1,0,1,8,7,0,59%,550,Sem Info,22,1,0,1,0
5479,12,2016-06-29,19:30:00,Gremio,Santos,R. Machado Marques,D. Silvestre Júnior,Gremio,Arena do Grêmio,3,2,RS,SP,17,0,36%,375,Sem Info,10,3,0,2,4,18,0,64%,655,Sem Info,14,3,0,3,5
5480,12,2016-06-29,21:00:00,Coritiba,Athletico-PR,M. Dias Noleto,P. Autuori de Mello,Coritiba, Couto Pereira,1,0,PR,PR,12,3,52%,345,Sem Info,22,3,0,2,7,8,2,48%,336,Sem Info,16,2,0,2,3
5481,12,2016-06-29,21:00:00,Chapecoense,Cruzeiro,L. Saroli Caio Júnior,P. Gomes Bento,Chapecoense,Arena Condá,3,2,SC,MG,15,0,47%,339,Sem Info,19,4,0,2,8,7,0,53%,401,Sem Info,20,6,0,1,3
5483,12,2016-06-29,21:44:00,America-MG,Corinthians,S. de Oliveira Vieira,C. Borges dos Santos,Corinthians,Estádio Raimundo Sampaio,0,2,MG,SP,14,0,59%,539,Sem Info,10,2,0,3,8,8,0,41%,381,Sem Info,13,1,0,2,4
5482,12,2016-06-29,21:45:00,Sao Paulo,Fluminense,E. Bauza,L. Culpi,Sao Paulo, Morumbi,2,1,SP,RJ,19,0,43%,383,Sem Info,17,4,0,1,7,9,0,57%,508,Sem Info,15,3,0,1,4
5485,12,2016-06-30,19:29:00,Palmeiras,Figueirense,A. Stival,V. Eutrópio,Palmeiras,Allianz Parque,4,0,SP,SC,14,0,63%,513,Sem Info,26,1,0,1,4,8,0,37%,302,Sem Info,24,1,0,4,3
5484,12,2016-06-30,19:31:00,Santa Cruz,Ponte Preta,M. Mendes,E. Baptista,Ponte Preta,Estádio do Arruda,0,3,PE,SP,9,0,57%,453,Sem Info,15,2,0,4,8,13,0,43%,355,Sem Info,16,1,0,2,0
5488,13,2016-07-02,18:30:00,Athletico-PR,America-MG,P. Autuori de Mello,S. de Oliveira Vieira,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,MG,15,2,56%,484,Sem Info,9,2,0,1,6,11,0,44%,386,Sem Info,12,2,0,1,6
5489,13,2016-07-03,11:01:00,Cruzeiro,Vitoria,P. Gomes Bento,V. Carmo Mancini,-, Mineirão,2,2,MG,BA,18,0,60%,366,Sem Info,12,3,0,5,8,20,0,40%,238,Sem Info,18,2,1,5,10
